"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6991","should complete the checkout process","","Sun Apr 06 16:27:57 UTC 2025","passed","Sun Apr 06 16:28:04 UTC 2025","","E-Commerce Checkout on Demoblaze","",""
